risk_event_id,shipment_id,warehouse_id,supplier_id,product_id,event_date,risk_category,risk_type,severity,impact_area,estimated_loss,status,root_cause,resolution_action,resolved_date
RSK004451,SHP006912,12,117,2444,04-05-2025,Logistics,Lost Shipment,Low,Shipment,2186,Open,Poor demand forecasting,Additional quality inspection,
RSK004452,SHP006361,17,327,3412,15-04-2025,Logistics,Shipment Delay,Medium,Supplier,15790,Investigating,Vehicle mechanical failure,Increased safety stock,
RSK004453,SHP010175,8,10,1771,25-02-2025,Logistics,Route Blockage,High,Inventory,85048,Mitigated,Customs clearance delay,Assigned alternate supplier,26-02-2025
RSK004454,SHP012301,14,416,3306,07-04-2025,Inventory,Stockout,Low,Customer,2050,Resolved,Incorrect inventory records,Assigned alternate supplier,17-04-2025
RSK004455,SHP000808,25,462,214,10-04-2025,Logistics,Lost Shipment,Low,Customer,4365,Mitigated,Packaging quality issue,Route optimized,24-04-2025
RSK004456,SHP013953,10,24,4328,16-01-2025,Product Quality,Packaging Damage,Low,Warehouse,2994,Resolved,Poor demand forecasting,Emergency procurement completed,30-01-2025
RSK004457,SHP014939,19,453,905,23-06-2025,Transportation,Traffic Congestion,Low,Customer,3046,Resolved,Packaging quality issue,Insurance claim initiated,07-07-2025
RSK004458,SHP007518,19,211,1885,22-08-2025,Logistics,Route Blockage,Low,Shipment,576,Resolved,Heavy rainfall disrupted transport,Warehouse maintenance completed,24-08-2025
RSK004459,SHP014358,4,190,2500,23-01-2025,Warehouse,Equipment Failure,Low,Customer,3997,Resolved,Customs clearance delay,Expedited shipment,29-01-2025
RSK004460,SHP006748,19,90,2050,05-01-2025,Logistics,Lost Shipment,Medium,Supplier,21138,Resolved,Supplier production delay,Emergency procurement completed,10-01-2025
RSK004461,SHP014057,4,298,869,29-08-2025,Warehouse,Fire Alarm,Low,Warehouse,4261,Resolved,Heavy rainfall disrupted transport,Route optimized,31-08-2025
RSK004462,SHP001037,15,330,1147,02-07-2025,Logistics,Wrong Delivery,High,Customer,60930,Investigating,Packaging quality issue,Route optimized,
RSK004463,SHP001076,13,297,857,26-05-2025,Warehouse,Fire Alarm,Low,Shipment,1704,Resolved,Packaging quality issue,Warehouse maintenance completed,08-06-2025
RSK004464,SHP005970,23,250,2283,04-12-2025,Supplier,Supplier Capacity Issue,Low,Warehouse,947,Investigating,Poor demand forecasting,Expedited shipment,
RSK004465,SHP007200,11,114,3332,12-03-2025,Supplier,Supplier Capacity Issue,Medium,Warehouse,15395,Mitigated,Poor demand forecasting,Increased safety stock,22-03-2025
RSK004466,SHP003836,3,475,2393,11-10-2025,Supplier,Late Delivery,High,Warehouse,96317,Resolved,Heavy rainfall disrupted transport,Warehouse maintenance completed,15-10-2025
RSK004467,SHP013990,11,157,3741,19-06-2025,Warehouse,Equipment Failure,Medium,Warehouse,17756,Mitigated,Packaging quality issue,Route optimized,27-06-2025
RSK004468,SHP001258,20,258,1041,07-10-2025,Logistics,Wrong Delivery,Low,Supplier,1258,Investigating,Warehouse power outage,Insurance claim initiated,
RSK004469,SHP004497,22,121,2689,06-09-2025,Logistics,Lost Shipment,Low,Shipment,3214,Mitigated,Incorrect inventory records,Warehouse maintenance completed,17-09-2025
RSK004470,SHP001538,21,280,951,22-06-2025,Warehouse,Power Failure,Low,Inventory,4013,Resolved,Incorrect inventory records,Expedited shipment,26-06-2025
RSK004471,SHP007711,22,84,2088,21-07-2025,Inventory,Inventory Mismatch,Medium,Warehouse,14523,Mitigated,Heavy rainfall disrupted transport,Additional quality inspection,24-07-2025
RSK004472,SHP004953,23,333,434,12-05-2025,Product Quality,Damaged Goods,High,Warehouse,27707,Investigating,Customs clearance delay,Increased safety stock,
RSK004473,SHP000846,20,92,621,10-05-2025,Product Quality,Packaging Damage,Critical,Inventory,490108,Resolved,Vehicle mechanical failure,Additional quality inspection,24-05-2025
RSK004474,SHP010725,23,279,3077,22-05-2025,Inventory,Overstock,Low,Shipment,1295,Resolved,Vehicle mechanical failure,Insurance claim initiated,01-06-2025
RSK004475,SHP005682,24,483,3254,01-07-2025,Warehouse,Storage Capacity Full,Low,Customer,4912,Mitigated,Incorrect inventory records,Emergency procurement completed,03-07-2025
RSK004476,SHP012456,3,401,695,14-05-2025,Inventory,Overstock,High,Warehouse,65384,Resolved,Poor demand forecasting,Expedited shipment,24-05-2025
RSK004477,SHP010490,25,396,3139,20-11-2025,Supplier,Supplier Capacity Issue,Low,Customer,2919,Resolved,Vehicle mechanical failure,Warehouse maintenance completed,25-11-2025
RSK004478,SHP001961,21,278,606,30-04-2025,Inventory,Inventory Mismatch,Critical,Inventory,335804,Resolved,Vehicle mechanical failure,Insurance claim initiated,10-05-2025
RSK004479,SHP000770,12,418,1413,29-07-2025,Inventory,Overstock,Medium,Inventory,5505,Mitigated,Customs clearance delay,Additional quality inspection,30-07-2025
RSK004480,SHP010708,23,207,1666,21-05-2025,Weather,Cyclone,Medium,Warehouse,16687,Investigating,Supplier production delay,Route optimized,
RSK004481,SHP003654,12,345,3643,07-11-2025,Supplier,Supplier Capacity Issue,Medium,Inventory,8094,Resolved,Customs clearance delay,Warehouse maintenance completed,10-11-2025
RSK004482,SHP009588,15,494,1664,21-03-2025,Inventory,Overstock,Critical,Shipment,373717,Resolved,Poor demand forecasting,Route optimized,26-03-2025
RSK004483,SHP000695,2,203,3887,30-07-2025,Logistics,Lost Shipment,Medium,Supplier,21027,Resolved,Packaging quality issue,Warehouse maintenance completed,31-07-2025
RSK004484,SHP002079,8,292,239,06-10-2025,Warehouse,Equipment Failure,Critical,Supplier,102918,Mitigated,Warehouse power outage,Route optimized,09-10-2025
RSK004485,SHP007756,6,70,817,29-07-2025,Logistics,Wrong Delivery,Critical,Supplier,370018,Mitigated,Heavy rainfall disrupted transport,Expedited shipment,06-08-2025
RSK004486,SHP004957,9,185,2034,25-08-2025,Logistics,Wrong Delivery,High,Warehouse,32580,Mitigated,Packaging quality issue,Insurance claim initiated,05-09-2025
RSK004487,SHP012888,13,324,3098,14-03-2025,Inventory,Stockout,Low,Customer,1496,Resolved,Heavy rainfall disrupted transport,Expedited shipment,19-03-2025
RSK004488,SHP002300,5,328,1335,18-03-2025,Supplier,Supplier Capacity Issue,High,Customer,38147,Mitigated,Supplier production delay,Emergency procurement completed,29-03-2025
RSK004489,SHP008935,20,477,4279,17-04-2025,Supplier,Material Shortage,Low,Shipment,1360,Resolved,Vehicle mechanical failure,Insurance claim initiated,18-04-2025
RSK004490,SHP009956,6,478,3580,08-06-2025,Logistics,Shipment Delay,Low,Shipment,4169,Resolved,Packaging quality issue,Expedited shipment,12-06-2025
RSK004491,SHP012947,19,8,691,18-03-2025,Warehouse,Power Failure,Low,Customer,1566,Resolved,Supplier production delay,Assigned alternate supplier,25-03-2025
RSK004492,SHP008615,16,472,2336,11-10-2025,Supplier,Late Delivery,Medium,Supplier,12470,Resolved,Heavy rainfall disrupted transport,Route optimized,19-10-2025
RSK004493,SHP008599,15,216,4194,27-05-2025,Inventory,Stockout,Medium,Shipment,17586,Mitigated,Warehouse power outage,Increased safety stock,03-06-2025
RSK004494,SHP005983,11,13,1133,16-01-2025,Product Quality,Damaged Goods,Low,Inventory,4095,Resolved,Customs clearance delay,Expedited shipment,30-01-2025
RSK004495,SHP004402,15,476,3202,16-07-2025,Warehouse,Fire Alarm,Medium,Warehouse,19230,Resolved,Supplier production delay,Expedited shipment,20-07-2025
RSK004496,SHP004815,10,151,415,17-04-2025,Logistics,Shipment Delay,Critical,Customer,350224,Resolved,Supplier production delay,Additional quality inspection,24-04-2025
RSK004497,SHP003314,17,412,4925,13-08-2025,Inventory,Stockout,High,Customer,49202,Mitigated,Heavy rainfall disrupted transport,Assigned alternate supplier,18-08-2025
RSK004498,SHP002086,18,34,1338,21-06-2025,Product Quality,Packaging Damage,Low,Warehouse,3004,Resolved,Supplier production delay,Route optimized,26-06-2025
RSK004499,SHP008201,21,10,1178,20-06-2025,Product Quality,Manufacturing Defect,High,Warehouse,79600,Mitigated,Warehouse power outage,Expedited shipment,28-06-2025
RSK004500,SHP009735,23,306,419,13-12-2025,Supplier,Supplier Capacity Issue,Low,Inventory,1142,Resolved,Packaging quality issue,Emergency procurement completed,21-12-2025
RSK004501,SHP011754,14,297,3430,05-06-2025,Inventory,Overstock,Critical,Warehouse,106350,Mitigated,Heavy rainfall disrupted transport,Insurance claim initiated,15-06-2025
RSK004502,SHP000015,21,82,4355,04-11-2025,Supplier,Supplier Capacity Issue,Medium,Supplier,16787,Mitigated,Poor demand forecasting,Expedited shipment,11-11-2025
RSK004503,SHP014149,15,456,433,26-02-2025,Logistics,Shipment Delay,Low,Customer,2041,Open,Heavy rainfall disrupted transport,Emergency procurement completed,
RSK004504,SHP007788,20,240,3396,19-02-2025,Transportation,Fuel Shortage,Low,Supplier,3865,Resolved,Heavy rainfall disrupted transport,Insurance claim initiated,26-02-2025
RSK004505,SHP000026,23,129,904,01-05-2025,Supplier,Supplier Capacity Issue,Medium,Shipment,5660,Resolved,Heavy rainfall disrupted transport,Emergency procurement completed,03-05-2025
RSK004506,SHP006600,19,275,1151,10-11-2025,Supplier,Late Delivery,Critical,Supplier,484828,Mitigated,Warehouse power outage,Route optimized,12-11-2025
RSK004507,SHP008996,6,317,4662,08-04-2025,Logistics,Wrong Delivery,Low,Supplier,2300,Investigating,Heavy rainfall disrupted transport,Increased safety stock,
RSK004508,SHP008784,21,324,2626,31-12-2025,Warehouse,Equipment Failure,Medium,Customer,14761,Open,Heavy rainfall disrupted transport,Warehouse maintenance completed,
RSK004509,SHP008778,13,38,3653,10-02-2025,Supplier,Material Shortage,Medium,Customer,9975,Resolved,Packaging quality issue,Increased safety stock,13-02-2025
RSK004510,SHP004686,16,106,436,29-10-2025,Warehouse,Fire Alarm,Medium,Inventory,5586,Resolved,Customs clearance delay,Expedited shipment,05-11-2025
RSK004511,SHP014421,18,422,3678,06-07-2025,Warehouse,Equipment Failure,Low,Shipment,579,Investigating,Incorrect inventory records,Expedited shipment,
RSK004512,SHP013768,2,42,2071,23-05-2025,Warehouse,Equipment Failure,Medium,Supplier,13266,Resolved,Vehicle mechanical failure,Route optimized,04-06-2025
RSK004513,SHP012819,4,388,2008,06-03-2025,Product Quality,Manufacturing Defect,Medium,Shipment,11976,Resolved,Poor demand forecasting,Assigned alternate supplier,17-03-2025
RSK004514,SHP007336,18,294,2056,01-01-2025,Supplier,Material Shortage,Low,Customer,4577,Investigating,Customs clearance delay,Assigned alternate supplier,
RSK004515,SHP004107,8,69,2750,23-05-2025,Logistics,Shipment Delay,Critical,Customer,465593,Resolved,Supplier production delay,Increased safety stock,26-05-2025
RSK004516,SHP013712,19,124,2115,20-08-2025,Inventory,Stockout,High,Warehouse,35929,Resolved,Customs clearance delay,Emergency procurement completed,24-08-2025
RSK004517,SHP004068,11,106,4787,01-08-2025,Warehouse,Storage Capacity Full,Low,Shipment,1239,Resolved,Incorrect inventory records,Insurance claim initiated,08-08-2025
RSK004518,SHP008712,3,487,1704,07-05-2025,Inventory,Inventory Mismatch,Medium,Warehouse,23135,Mitigated,Supplier production delay,Route optimized,12-05-2025
RSK004519,SHP007522,5,185,4264,18-02-2025,Inventory,Inventory Mismatch,Low,Warehouse,4434,Resolved,Packaging quality issue,Additional quality inspection,02-03-2025
RSK004520,SHP003394,19,231,3607,23-12-2025,Logistics,Lost Shipment,Low,Inventory,2736,Open,Heavy rainfall disrupted transport,Route optimized,
RSK004521,SHP007549,22,169,2315,13-11-2025,Inventory,Overstock,Medium,Customer,13503,Resolved,Supplier production delay,Emergency procurement completed,17-11-2025
RSK004522,SHP010693,12,232,2560,08-08-2025,Supplier,Material Shortage,Low,Customer,2338,Investigating,Vehicle mechanical failure,Expedited shipment,
RSK004523,SHP008447,4,460,3988,06-07-2025,Logistics,Lost Shipment,Medium,Supplier,20586,Mitigated,Heavy rainfall disrupted transport,Emergency procurement completed,18-07-2025
RSK004524,SHP014334,7,160,1120,14-09-2025,Supplier,Late Delivery,High,Shipment,35313,Resolved,Packaging quality issue,Warehouse maintenance completed,20-09-2025
RSK004525,SHP013110,8,110,1602,17-05-2025,Financial,Cost Increase,Medium,Customer,24669,Resolved,Customs clearance delay,Emergency procurement completed,27-05-2025
RSK004526,SHP006310,17,410,604,17-05-2025,Warehouse,Equipment Failure,Low,Supplier,3339,Resolved,Supplier production delay,Emergency procurement completed,19-05-2025
RSK004527,SHP010317,19,213,1551,25-05-2025,Logistics,Route Blockage,Low,Inventory,4976,Resolved,Heavy rainfall disrupted transport,Emergency procurement completed,02-06-2025
RSK004528,SHP001966,20,392,4278,31-12-2025,Warehouse,Fire Alarm,Low,Shipment,2730,Open,Customs clearance delay,Route optimized,
RSK004529,SHP008315,12,27,2654,02-02-2025,Logistics,Lost Shipment,Low,Warehouse,3882,Resolved,Incorrect inventory records,Route optimized,10-02-2025
RSK004530,SHP006679,25,129,1821,06-04-2025,Logistics,Shipment Delay,Medium,Warehouse,18910,Resolved,Heavy rainfall disrupted transport,Insurance claim initiated,20-04-2025
RSK004531,SHP004038,1,61,3215,04-01-2025,Logistics,Lost Shipment,Low,Warehouse,4756,Resolved,Customs clearance delay,Warehouse maintenance completed,14-01-2025
RSK004532,SHP012327,10,240,4686,30-04-2025,Warehouse,Power Failure,Medium,Warehouse,15570,Resolved,Supplier production delay,Warehouse maintenance completed,10-05-2025
RSK004533,SHP008644,15,119,2910,22-10-2025,Logistics,Route Blockage,Medium,Inventory,12576,Resolved,Incorrect inventory records,Additional quality inspection,27-10-2025
RSK004534,SHP014454,4,6,4674,14-05-2025,Logistics,Route Blockage,High,Shipment,90594,Investigating,Poor demand forecasting,Warehouse maintenance completed,
RSK004535,SHP010071,18,147,1530,09-11-2025,Inventory,Stockout,High,Warehouse,80123,Open,Incorrect inventory records,Insurance claim initiated,
RSK004536,SHP007122,4,342,2084,22-08-2025,Logistics,Wrong Delivery,Low,Supplier,4032,Mitigated,Supplier production delay,Expedited shipment,04-09-2025
RSK004537,SHP004117,18,351,2506,07-01-2025,Inventory,Inventory Mismatch,Low,Inventory,1176,Mitigated,Packaging quality issue,Increased safety stock,08-01-2025
RSK004538,SHP009889,1,52,2778,18-03-2025,Logistics,Route Blockage,Low,Customer,1262,Mitigated,Heavy rainfall disrupted transport,Additional quality inspection,29-03-2025
RSK004539,SHP000109,2,55,2841,17-07-2025,Product Quality,Packaging Damage,Medium,Shipment,18338,Resolved,Packaging quality issue,Warehouse maintenance completed,21-07-2025
RSK004540,SHP000563,18,158,1702,08-04-2025,Product Quality,Manufacturing Defect,Medium,Customer,12253,Resolved,Customs clearance delay,Route optimized,19-04-2025
RSK004541,SHP014213,10,388,1384,24-11-2025,Logistics,Shipment Delay,High,Customer,81685,Resolved,Warehouse power outage,Emergency procurement completed,26-11-2025
RSK004542,SHP011928,13,267,4609,08-06-2025,Warehouse,Storage Capacity Full,Low,Customer,978,Mitigated,Supplier production delay,Emergency procurement completed,15-06-2025
RSK004543,SHP009740,5,234,2246,03-04-2025,Inventory,Inventory Mismatch,Critical,Warehouse,360889,Resolved,Supplier production delay,Route optimized,05-04-2025
RSK004544,SHP013537,11,352,1978,29-07-2025,Inventory,Overstock,Low,Supplier,773,Resolved,Vehicle mechanical failure,Insurance claim initiated,30-07-2025
RSK004545,SHP012817,4,2,3045,17-08-2025,Inventory,Overstock,Medium,Shipment,6748,Resolved,Vehicle mechanical failure,Additional quality inspection,21-08-2025
RSK004546,SHP013449,11,289,1531,16-09-2025,Warehouse,Equipment Failure,Low,Inventory,730,Mitigated,Customs clearance delay,Assigned alternate supplier,19-09-2025
RSK004547,SHP014567,3,245,4083,19-09-2025,Logistics,Shipment Delay,Low,Shipment,1564,Resolved,Supplier production delay,Route optimized,25-09-2025
RSK004548,SHP000638,25,494,2666,26-04-2025,Logistics,Wrong Delivery,High,Customer,80955,Investigating,Customs clearance delay,Emergency procurement completed,
RSK004549,SHP011869,8,373,1978,20-03-2025,Supplier,Material Shortage,High,Inventory,67622,Investigating,Packaging quality issue,Assigned alternate supplier,
RSK004550,SHP003255,25,348,315,08-09-2025,Warehouse,Storage Capacity Full,Critical,Shipment,168918,Mitigated,Customs clearance delay,Emergency procurement completed,16-09-2025
RSK004551,SHP000748,14,102,4372,29-09-2025,Logistics,Route Blockage,Medium,Inventory,12998,Resolved,Incorrect inventory records,Additional quality inspection,30-09-2025
RSK004552,SHP003297,24,85,89,17-12-2025,Logistics,Route Blockage,Low,Warehouse,4852,Open,Heavy rainfall disrupted transport,Emergency procurement completed,
RSK004553,SHP007256,6,35,4704,15-07-2025,Logistics,Wrong Delivery,Low,Inventory,3799,Open,Supplier production delay,Expedited shipment,
RSK004554,SHP002262,14,195,2959,14-12-2025,Logistics,Shipment Delay,High,Warehouse,36749,Mitigated,Vehicle mechanical failure,Emergency procurement completed,18-12-2025
RSK004555,SHP001011,11,475,2139,12-01-2025,Logistics,Shipment Delay,Low,Customer,663,Resolved,Customs clearance delay,Emergency procurement completed,18-01-2025
RSK004556,SHP003364,9,372,1260,07-07-2025,Inventory,Stockout,Medium,Supplier,6889,Mitigated,Heavy rainfall disrupted transport,Increased safety stock,19-07-2025
RSK004557,SHP010372,8,466,3156,01-02-2025,Transportation,Vehicle Breakdown,Low,Customer,3745,Mitigated,Customs clearance delay,Increased safety stock,02-02-2025
RSK004558,SHP000783,22,109,2735,29-10-2025,Inventory,Overstock,High,Shipment,67999,Resolved,Warehouse power outage,Assigned alternate supplier,08-11-2025
RSK004559,SHP013569,9,6,4497,25-12-2025,Warehouse,Storage Capacity Full,Critical,Warehouse,370125,Resolved,Vehicle mechanical failure,Additional quality inspection,30-12-2025
RSK004560,SHP000374,1,491,2110,15-05-2025,Supplier,Supplier Capacity Issue,Low,Customer,1713,Resolved,Warehouse power outage,Route optimized,17-05-2025
RSK004561,SHP012306,5,235,419,05-12-2025,Inventory,Overstock,Low,Warehouse,4784,Investigating,Customs clearance delay,Route optimized,
RSK004562,SHP009886,25,95,3288,15-05-2025,Supplier,Material Shortage,Low,Warehouse,2548,Resolved,Vehicle mechanical failure,Assigned alternate supplier,27-05-2025
RSK004563,SHP007112,4,77,2346,12-01-2025,Logistics,Lost Shipment,Medium,Warehouse,5224,Resolved,Customs clearance delay,Increased safety stock,25-01-2025
RSK004564,SHP012861,24,48,3313,02-06-2025,Logistics,Shipment Delay,High,Supplier,88598,Resolved,Vehicle mechanical failure,Assigned alternate supplier,06-06-2025
RSK004565,SHP006069,5,226,900,19-07-2025,Logistics,Lost Shipment,Low,Shipment,2784,Mitigated,Poor demand forecasting,Additional quality inspection,25-07-2025
RSK004566,SHP002935,2,261,841,22-02-2025,Supplier,Supplier Capacity Issue,High,Customer,50719,Resolved,Packaging quality issue,Assigned alternate supplier,28-02-2025
RSK004567,SHP002206,14,47,4779,18-11-2025,Logistics,Shipment Delay,Critical,Customer,338821,Resolved,Poor demand forecasting,Assigned alternate supplier,22-11-2025
RSK004568,SHP001767,13,55,2829,29-10-2025,Warehouse,Power Failure,Medium,Shipment,7888,Resolved,Supplier production delay,Increased safety stock,10-11-2025
RSK004569,SHP002839,14,349,1296,13-02-2025,Warehouse,Power Failure,Medium,Customer,10192,Investigating,Packaging quality issue,Emergency procurement completed,
RSK004570,SHP010671,25,71,682,20-12-2025,Warehouse,Fire Alarm,Low,Customer,1104,Resolved,Warehouse power outage,Additional quality inspection,25-12-2025
RSK004571,SHP004141,25,41,1393,28-08-2025,Logistics,Wrong Delivery,Low,Warehouse,4305,Mitigated,Supplier production delay,Assigned alternate supplier,29-08-2025
RSK004572,SHP013302,17,247,670,31-10-2025,Logistics,Shipment Delay,Medium,Supplier,11727,Mitigated,Warehouse power outage,Warehouse maintenance completed,11-11-2025
RSK004573,SHP010262,10,110,2531,14-01-2025,Supplier,Supplier Capacity Issue,Medium,Customer,17952,Resolved,Poor demand forecasting,Warehouse maintenance completed,26-01-2025
RSK004574,SHP010801,5,225,3911,08-04-2025,Logistics,Lost Shipment,Low,Inventory,2394,Resolved,Supplier production delay,Assigned alternate supplier,12-04-2025
RSK004575,SHP003758,20,434,305,13-01-2025,Logistics,Lost Shipment,Low,Inventory,3101,Resolved,Incorrect inventory records,Additional quality inspection,24-01-2025
RSK004576,SHP014881,21,453,413,23-06-2025,Product Quality,Manufacturing Defect,Medium,Supplier,12180,Resolved,Poor demand forecasting,Warehouse maintenance completed,02-07-2025
RSK004577,SHP005652,17,392,144,30-10-2025,Weather,Cyclone,Low,Customer,3503,Investigating,Packaging quality issue,Increased safety stock,
RSK004578,SHP004184,22,272,4114,19-02-2025,Warehouse,Storage Capacity Full,Low,Customer,3354,Resolved,Supplier production delay,Increased safety stock,20-02-2025
RSK004579,SHP014788,1,121,3723,28-02-2025,Product Quality,Manufacturing Defect,Low,Inventory,2883,Mitigated,Vehicle mechanical failure,Route optimized,04-03-2025
RSK004580,SHP013908,22,141,1584,06-09-2025,Inventory,Overstock,Low,Inventory,553,Resolved,Packaging quality issue,Warehouse maintenance completed,18-09-2025
RSK004581,SHP000163,6,149,323,24-05-2025,Inventory,Inventory Mismatch,High,Shipment,30288,Mitigated,Incorrect inventory records,Insurance claim initiated,05-06-2025
RSK004582,SHP014321,1,236,719,14-08-2025,Supplier,Material Shortage,Medium,Shipment,22756,Resolved,Vehicle mechanical failure,Additional quality inspection,24-08-2025
RSK004583,SHP004432,4,191,3013,10-09-2025,Warehouse,Equipment Failure,Medium,Customer,13494,Mitigated,Warehouse power outage,Insurance claim initiated,11-09-2025
RSK004584,SHP010139,3,89,3606,12-01-2025,Logistics,Shipment Delay,Low,Customer,989,Resolved,Customs clearance delay,Warehouse maintenance completed,23-01-2025
RSK004585,SHP010360,17,263,744,22-08-2025,Supplier,Supplier Capacity Issue,Medium,Warehouse,20829,Mitigated,Customs clearance delay,Expedited shipment,28-08-2025
RSK004586,SHP004084,20,457,1294,04-08-2025,Inventory,Overstock,Medium,Supplier,21742,Resolved,Heavy rainfall disrupted transport,Additional quality inspection,18-08-2025
RSK004587,SHP007141,5,252,2807,11-07-2025,Supplier,Late Delivery,Low,Inventory,4140,Resolved,Supplier production delay,Increased safety stock,14-07-2025
RSK004588,SHP013386,6,352,3927,31-08-2025,Supplier,Late Delivery,Low,Supplier,2586,Resolved,Packaging quality issue,Expedited shipment,03-09-2025
RSK004589,SHP001152,18,354,882,02-10-2025,Product Quality,Manufacturing Defect,Critical,Customer,262391,Mitigated,Supplier production delay,Insurance claim initiated,08-10-2025
RSK004590,SHP007696,17,453,1352,12-08-2025,Logistics,Wrong Delivery,High,Supplier,89875,Mitigated,Incorrect inventory records,Insurance claim initiated,20-08-2025
RSK004591,SHP010314,24,252,4629,21-12-2025,Logistics,Lost Shipment,Medium,Shipment,17942,Resolved,Warehouse power outage,Assigned alternate supplier,25-12-2025
RSK004592,SHP014465,24,137,1109,25-02-2025,Supplier,Material Shortage,Medium,Shipment,10050,Resolved,Poor demand forecasting,Warehouse maintenance completed,04-03-2025
RSK004593,SHP002168,5,213,4696,02-07-2025,Warehouse,Fire Alarm,Medium,Warehouse,24653,Resolved,Customs clearance delay,Assigned alternate supplier,04-07-2025
RSK004594,SHP005746,4,188,3265,30-09-2025,Supplier,Late Delivery,Medium,Shipment,11692,Resolved,Packaging quality issue,Warehouse maintenance completed,12-10-2025
RSK004595,SHP009285,17,390,3515,03-05-2025,Inventory,Inventory Mismatch,Critical,Shipment,154293,Mitigated,Customs clearance delay,Warehouse maintenance completed,05-05-2025
RSK004596,SHP014177,14,430,1065,12-11-2025,Weather,Flood,High,Warehouse,47624,Resolved,Heavy rainfall disrupted transport,Expedited shipment,25-11-2025
RSK004597,SHP011005,5,195,973,22-08-2025,Inventory,Overstock,High,Customer,47624,Open,Heavy rainfall disrupted transport,Route optimized,
RSK004598,SHP013439,22,394,3960,07-04-2025,Logistics,Wrong Delivery,Low,Shipment,932,Resolved,Warehouse power outage,Additional quality inspection,12-04-2025
RSK004599,SHP010639,3,314,4639,15-02-2025,Product Quality,Packaging Damage,High,Inventory,44126,Resolved,Packaging quality issue,Emergency procurement completed,17-02-2025
RSK004600,SHP007641,3,162,683,06-12-2025,Supplier,Supplier Capacity Issue,Medium,Supplier,11155,Investigating,Vehicle mechanical failure,Emergency procurement completed,
RSK004601,SHP001534,3,55,4446,11-01-2025,Logistics,Lost Shipment,High,Warehouse,94299,Open,Customs clearance delay,Route optimized,
RSK004602,SHP005386,14,393,1194,12-11-2025,Weather,Cyclone,High,Supplier,78827,Resolved,Heavy rainfall disrupted transport,Increased safety stock,19-11-2025
RSK004603,SHP014248,15,300,2216,10-10-2025,Financial,Currency Fluctuation,Low,Shipment,2359,Resolved,Warehouse power outage,Emergency procurement completed,17-10-2025
RSK004604,SHP008010,12,328,1929,28-03-2025,Logistics,Route Blockage,Low,Customer,3537,Mitigated,Incorrect inventory records,Additional quality inspection,07-04-2025
RSK004605,SHP014472,1,468,3123,26-11-2025,Transportation,Traffic Congestion,Medium,Warehouse,9150,Resolved,Incorrect inventory records,Expedited shipment,06-12-2025
RSK004606,SHP010619,16,99,590,06-10-2025,Product Quality,Manufacturing Defect,High,Inventory,78474,Resolved,Supplier production delay,Additional quality inspection,07-10-2025
RSK004607,SHP002843,18,307,384,15-07-2025,Logistics,Wrong Delivery,Low,Warehouse,3573,Resolved,Vehicle mechanical failure,Assigned alternate supplier,16-07-2025
RSK004608,SHP001386,23,120,514,04-02-2025,Inventory,Overstock,Low,Inventory,860,Investigating,Poor demand forecasting,Route optimized,
RSK004609,SHP003122,19,72,847,05-07-2025,Inventory,Stockout,High,Shipment,68908,Investigating,Warehouse power outage,Warehouse maintenance completed,
RSK004610,SHP011658,4,31,1303,24-05-2025,Transportation,Traffic Congestion,High,Warehouse,83717,Investigating,Supplier production delay,Expedited shipment,
RSK004611,SHP005485,22,412,570,14-02-2025,Logistics,Shipment Delay,Low,Inventory,3502,Mitigated,Incorrect inventory records,Route optimized,15-02-2025
RSK004612,SHP007190,18,163,1060,08-09-2025,Warehouse,Fire Alarm,Low,Customer,916,Resolved,Vehicle mechanical failure,Increased safety stock,17-09-2025
RSK004613,SHP005368,10,394,610,03-12-2025,Inventory,Stockout,Low,Warehouse,961,Mitigated,Packaging quality issue,Route optimized,07-12-2025
RSK004614,SHP010049,6,159,2758,14-11-2025,Logistics,Wrong Delivery,Medium,Supplier,23636,Investigating,Heavy rainfall disrupted transport,Emergency procurement completed,
RSK004615,SHP011659,14,264,3846,31-08-2025,Inventory,Stockout,Medium,Inventory,20434,Mitigated,Vehicle mechanical failure,Additional quality inspection,03-09-2025
RSK004616,SHP002536,3,217,135,20-07-2025,Logistics,Shipment Delay,Medium,Shipment,7940,Investigating,Customs clearance delay,Insurance claim initiated,
RSK004617,SHP003977,25,210,3417,10-01-2025,Supplier,Late Delivery,Low,Supplier,974,Mitigated,Packaging quality issue,Emergency procurement completed,12-01-2025
RSK004618,SHP011382,7,83,2819,27-02-2025,Warehouse,Storage Capacity Full,Medium,Shipment,9333,Resolved,Vehicle mechanical failure,Expedited shipment,03-03-2025
RSK004619,SHP012374,18,276,2339,28-02-2025,Warehouse,Storage Capacity Full,Medium,Shipment,13968,Resolved,Incorrect inventory records,Route optimized,13-03-2025
RSK004620,SHP014358,20,292,3583,28-10-2025,Supplier,Late Delivery,Medium,Customer,12112,Resolved,Heavy rainfall disrupted transport,Assigned alternate supplier,29-10-2025
RSK004621,SHP001682,12,289,738,25-12-2025,Warehouse,Fire Alarm,Low,Warehouse,2854,Mitigated,Customs clearance delay,Expedited shipment,05-01-2026
RSK004622,SHP013553,11,467,2967,26-06-2025,Inventory,Stockout,Low,Warehouse,4937,Mitigated,Heavy rainfall disrupted transport,Warehouse maintenance completed,30-06-2025
