shipment_id,order_id,warehouse_id,shipping_city,shipping_state,shipping_partner,shipped_date,expected_delivery_date,actual_delivery_date,shipment_status,delivery_days,shipping_cost,shipment_priority,tracking_status,delay_reason,delivery_rating,customer_feedback,is_on_time
SHP013924,ORD013924,17,Indore, Karnataka,Delhivery,04-06-2025,07-06-2025,08-06-2025,Returned,4,984.45,Standard,Returned to Warehouse,,4,Good,No
SHP013925,ORD013925,11,Purnia, Assam,India Post,10-01-2026,17-01-2026,,Lost,,140.73,Same Day,Shipment Lost,High Order Volume,,,Pending
SHP013926,ORD013926,15,Singrauli, Tripura,XpressBees,23-03-2025,29-03-2025,30-03-2025,Delivered,7,571.17,Standard,Delivered,,3,Average,No
SHP013927,ORD013927,16,Kavali, Telangana,DTDC,18-02-2026,20-02-2026,,In Transit,,388.45,Standard,Arrived at Hub,,,,Pending
SHP013928,ORD013928,2,Rampur, Nagaland,Delhivery,16-10-2024,19-10-2024,22-10-2024,Returned,6,885.2,Express,Returned to Warehouse,,3,Average,No
SHP013929,ORD013929,13,Sultan Pur Majra, Bihar,XpressBees,03-01-2025,08-01-2025,10-01-2025,Returned,7,543.11,Standard,Returned to Warehouse,,4,Good,No
SHP013930,ORD013930,11,Imphal, Jharkhand,Blue Dart,02-07-2025,08-07-2025,07-07-2025,Delivered,5,954.06,Standard,Delivered,,5,Excellent,Yes
SHP013931,ORD013931,5,Alwar, Chhattisgarh,Blue Dart,25-07-2024,28-07-2024,29-07-2024,Delivered,4,977.02,Express,Delivered,,4,Good,No
SHP013932,ORD013932,25,Pune, Rajasthan,XpressBees,18-12-2025,24-12-2025,24-12-2025,Delivered,6,304.13,Express,Delivered,,3,Average,Yes
SHP013933,ORD013933,14,Pune, Mizoram,DTDC,06-06-2025,13-06-2025,,In Transit,,935.31,Express,Arrived at Hub,,,,Pending
SHP013934,ORD013934,5,Guntakal, West Bengal,DTDC,24-03-2025,28-03-2025,28-03-2025,Delivered,4,546.86,Express,Delivered,,4,Good,Yes
SHP013935,ORD013935,2,Guwahati, Rajasthan,DTDC,21-08-2024,24-08-2024,28-08-2024,Delayed,7,399.81,Standard,Delivery Delayed,High Order Volume,,,No
SHP013936,ORD013936,14,Aligarh, Odisha,Delhivery,19-02-2025,24-02-2025,,In Transit,,904.63,Express,Arrived at Hub,,,,Pending
SHP013937,ORD013937,20,Chandrapur, Goa,Ekart Logistics,30-08-2024,03-09-2024,,In Transit,,227.09,Standard,Arrived at Hub,,,,Pending
SHP013938,ORD013938,2,Katni, Goa,Blue Dart,04-11-2025,10-11-2025,,In Transit,,668.33,Standard,Arrived at Hub,,,,Pending
SHP013939,ORD013939,15,Nandyal, Gujarat,Delhivery,28-06-2025,02-07-2025,01-07-2025,Delivered,3,512.54,Express,Delivered,,5,Excellent,Yes
SHP013940,ORD013940,25,Bhilai, Karnataka,Blue Dart,16-01-2025,18-01-2025,21-01-2025,Returned,5,320.04,Express,Returned to Warehouse,,3,Average,No
SHP013941,ORD013941,17,Sambalpur, Arunachal Pradesh,Delhivery,29-12-2025,01-01-2026,02-01-2026,Returned,4,188.45,Express,Returned to Warehouse,,4,Good,No
SHP013942,ORD013942,10,Baranagar, Bihar,Ekart Logistics,10-12-2025,14-12-2025,15-12-2025,Delivered,5,636.15,Standard,Delivered,,5,Excellent,No
SHP013943,ORD013943,16,Mathura, Tripura,Ecom Express,26-04-2025,30-04-2025,01-05-2025,Delivered,5,497.18,Express,Delivered,,4,Good,No
SHP013944,ORD013944,16,Raebareli, Andhra Pradesh,Blue Dart,19-07-2026,23-07-2026,,In Transit,,100.46,Standard,Arrived at Hub,,,,Pending
SHP013945,ORD013945,18,Junagadh, Bihar,Blue Dart,12-12-2025,17-12-2025,18-12-2025,Delivered,6,434.05,Express,Delivered,,4,Good,No
SHP013946,ORD013946,1,Allahabad, Arunachal Pradesh,Ecom Express,31-01-2026,03-02-2026,03-02-2026,Delivered,3,894.9,Express,Delivered,,5,Excellent,Yes
SHP013947,ORD013947,15,Alappuzha, Andhra Pradesh,Ecom Express,13-07-2026,18-07-2026,,In Transit,,940.29,Standard,Arrived at Hub,,,,Pending
SHP013948,ORD013948,18,Firozabad, Meghalaya,Delhivery,02-06-2025,05-06-2025,05-06-2025,Delivered,3,471.19,Express,Delivered,,3,Average,Yes
SHP013949,ORD013949,19,Nagaon, Uttarakhand,XpressBees,17-10-2024,23-10-2024,23-10-2024,Delivered,6,700.13,Standard,Delivered,,3,Average,Yes
SHP013950,ORD013950,2,Serampore, Tamil Nadu,Blue Dart,09-03-2025,12-03-2025,,In Transit,,991.79,Standard,Arrived at Hub,,,,Pending
SHP013951,ORD013951,5,Bhubaneswar, Assam,Shadowfax,14-02-2025,17-02-2025,18-02-2025,Delivered,4,635.39,Same Day,Delivered,,3,Average,No
SHP013952,ORD013952,20,Jalna, Tamil Nadu,Delhivery,13-08-2024,18-08-2024,17-08-2024,Delivered,4,928.48,Standard,Delivered,,5,Excellent,Yes
SHP013953,ORD013953,2,Motihari, Chhattisgarh,Blue Dart,11-06-2025,14-06-2025,14-06-2025,Delivered,3,183.73,Standard,Delivered,,2,Poor,Yes
SHP013954,ORD013954,8,Ambala, Karnataka,DTDC,20-02-2026,24-02-2026,24-02-2026,Delivered,4,119.58,Standard,Delivered,,4,Good,Yes
SHP013955,ORD013955,16,Thane, Arunachal Pradesh,DTDC,07-06-2025,12-06-2025,,Lost,,328.63,Standard,Shipment Lost,Supplier Delay,,,Pending
SHP013956,ORD013956,19,Farrukhabad, Kerala,Blue Dart,02-11-2024,04-11-2024,05-11-2024,Delivered,3,559.43,Standard,Delivered,,1,Very Poor,No
SHP013957,ORD013957,25,Nellore, Maharashtra,DTDC,30-10-2025,01-11-2025,02-11-2025,Delivered,3,601.11,Standard,Delivered,,5,Excellent,No
SHP013958,ORD013958,17,Siwan, Assam,Delhivery,21-04-2026,28-04-2026,27-04-2026,Delivered,6,606.82,Standard,Delivered,,3,Average,Yes
SHP013959,ORD013959,1,Tiruchirappalli, Punjab,XpressBees,07-08-2025,13-08-2025,13-08-2025,Delivered,6,320.87,Standard,Delivered,,3,Average,Yes
SHP013960,ORD013960,25,Jalna, Tripura,Blue Dart,23-08-2024,28-08-2024,30-08-2024,Returned,7,953.34,Standard,Returned to Warehouse,,4,Good,No
SHP013961,ORD013961,5,Guna, Nagaland,Delhivery,16-06-2025,23-06-2025,22-06-2025,Delivered,6,620.69,Standard,Delivered,,4,Good,Yes
SHP013962,ORD013962,6,Sambhal, Meghalaya,Delhivery,14-05-2025,18-05-2025,17-05-2025,Delivered,3,919.83,Standard,Delivered,,4,Good,Yes
SHP013963,ORD013963,1,Khammam, Gujarat,XpressBees,25-12-2024,27-12-2024,,In Transit,,566.89,Express,Arrived at Hub,,,,Pending
SHP013964,ORD013964,15,Yamunanagar, Madhya Pradesh,Delhivery,07-01-2025,14-01-2025,14-01-2025,Delivered,7,875.67,Standard,Delivered,,4,Good,Yes
SHP013965,ORD013965,6,Srikakulam, Punjab,Delhivery,25-08-2025,31-08-2025,02-09-2025,Returned,8,103.3,Standard,Returned to Warehouse,,4,Good,No
SHP013966,ORD013966,8,Raiganj, Meghalaya,Ekart Logistics,26-10-2024,28-10-2024,29-10-2024,Delivered,3,371.8,Standard,Delivered,,3,Average,No
SHP013967,ORD013967,25,Dehri, Chhattisgarh,XpressBees,25-06-2026,28-06-2026,,Out for Delivery,,87.73,Standard,Out for Delivery,,,,Pending
SHP013968,ORD013968,20,Thane, Arunachal Pradesh,Ecom Express,02-01-2025,08-01-2025,10-01-2025,Returned,8,548.53,Express,Returned to Warehouse,,4,Good,No
SHP013969,ORD013969,15,Rourkela, Tamil Nadu,Delhivery,12-09-2024,15-09-2024,18-09-2024,Returned,6,415.35,Standard,Returned to Warehouse,,5,Excellent,No
SHP013970,ORD013970,22,Anand, Bihar,XpressBees,30-06-2025,03-07-2025,,In Transit,,422.56,Standard,Arrived at Hub,,,,Pending
SHP013971,ORD013971,22,Vellore, Jharkhand,Blue Dart,08-10-2024,10-10-2024,10-10-2024,Delivered,2,745.68,Express,Delivered,,5,Excellent,Yes
SHP013972,ORD013972,14,Hapur, Odisha,Shadowfax,22-03-2026,29-03-2026,30-03-2026,Delivered,8,328.86,Standard,Delivered,,3,Average,No
SHP013973,ORD013973,3,Ranchi, Arunachal Pradesh,XpressBees,06-08-2024,12-08-2024,13-08-2024,Delivered,7,62.1,Express,Delivered,,5,Excellent,No
SHP013974,ORD013974,22,Udupi, Karnataka,Ecom Express,27-08-2024,03-09-2024,04-09-2024,Delivered,8,378.12,Standard,Delivered,,3,Average,No
SHP013975,ORD013975,8,Serampore, Maharashtra,Delhivery,02-02-2025,08-02-2025,07-02-2025,Delivered,5,891.56,Standard,Delivered,,3,Average,Yes
SHP013976,ORD013976,19,Thrissur, Chhattisgarh,Blue Dart,18-01-2026,23-01-2026,24-01-2026,Returned,6,789.7,Express,Returned to Warehouse,,5,Excellent,No
SHP013977,ORD013977,13,Mangalore, Tamil Nadu,DTDC,13-05-2026,20-05-2026,20-05-2026,Delivered,7,752.94,Standard,Delivered,,2,Poor,Yes
SHP013978,ORD013978,13,Hindupur, Punjab,Delhivery,14-04-2025,19-04-2025,,In Transit,,845.96,Standard,Arrived at Hub,,,,Pending
SHP013979,ORD013979,24,Singrauli, Sikkim,Delhivery,22-12-2024,28-12-2024,,Lost,,705.51,Express,Shipment Lost,Warehouse Delay,,,Pending
SHP013980,ORD013980,15,Kadapa, Uttarakhand,Blue Dart,14-09-2024,20-09-2024,20-09-2024,Delivered,6,638.72,Standard,Delivered,,2,Poor,Yes
SHP013981,ORD013981,11,Mau, Uttarakhand,Delhivery,07-02-2026,10-02-2026,,In Transit,,897.11,Express,Arrived at Hub,,,,Pending
SHP013982,ORD013982,23,Firozabad, Assam,Delhivery,12-03-2026,17-03-2026,16-03-2026,Delivered,4,329.1,Standard,Delivered,,3,Average,Yes
SHP013983,ORD013983,21,Shivpuri, Odisha,Delhivery,27-09-2024,03-10-2024,03-10-2024,Delivered,6,445.34,Standard,Delivered,,3,Average,Yes
SHP013984,ORD013984,8,Kolhapur, Arunachal Pradesh,Blue Dart,17-03-2025,23-03-2025,24-03-2025,Delivered,7,274.82,Express,Delivered,,5,Excellent,No
SHP013985,ORD013985,6,Karimnagar, Jharkhand,Blue Dart,09-01-2026,11-01-2026,,In Transit,,83.06,Standard,Arrived at Hub,,,,Pending
SHP013986,ORD013986,22,Hapur, Odisha,XpressBees,20-05-2025,27-05-2025,29-05-2025,Returned,9,874.61,Standard,Returned to Warehouse,,5,Excellent,No
SHP013987,ORD013987,19,Bijapur, Sikkim,India Post,15-04-2025,19-04-2025,18-04-2025,Delivered,3,739.18,Express,Delivered,,4,Good,Yes
SHP013988,ORD013988,3,Dhule, Haryana,Blue Dart,03-01-2025,05-01-2025,05-01-2025,Delivered,2,332.62,Standard,Delivered,,3,Average,Yes
SHP013989,ORD013989,20,Guntakal, Goa,DTDC,10-09-2024,17-09-2024,16-09-2024,Delivered,6,238.12,Standard,Delivered,,4,Good,Yes
SHP013990,ORD013990,6,Lucknow, Bihar,DTDC,10-08-2025,14-08-2025,,In Transit,,913.25,Express,Arrived at Hub,,,,Pending
SHP013991,ORD013991,2,Raipur, Sikkim,Ecom Express,26-12-2024,29-12-2024,01-01-2025,Delayed,6,697.9,Standard,Delivery Delayed,Vehicle Breakdown,,,No
SHP013992,ORD013992,5,Raichur, Bihar,Shadowfax,20-09-2025,27-09-2025,,In Transit,,52.07,Standard,Arrived at Hub,,,,Pending
SHP013993,ORD013993,2,Kamarhati, Nagaland,Delhivery,27-04-2026,03-05-2026,02-05-2026,Delivered,5,645.23,Express,Delivered,,3,Average,Yes
SHP013994,ORD013994,21,Shimoga, Meghalaya,Delhivery,16-12-2025,20-12-2025,19-12-2025,Delivered,3,741.02,Standard,Delivered,,3,Average,Yes
SHP013995,ORD013995,24,Gorakhpur, Meghalaya,Blue Dart,23-11-2025,26-11-2025,,In Transit,,649.2,Express,Arrived at Hub,,,,Pending
SHP013996,ORD013996,16,Ongole, Nagaland,Delhivery,28-09-2025,05-10-2025,,In Transit,,207.62,Express,Arrived at Hub,,,,Pending
SHP013997,ORD013997,4,Ahmednagar, Tamil Nadu,Delhivery,15-11-2024,20-11-2024,19-11-2024,Delivered,4,834.69,Standard,Delivered,,4,Good,Yes
SHP013998,ORD013998,23,Jaunpur, Kerala,XpressBees,07-07-2025,13-07-2025,12-07-2025,Delivered,5,694.97,Standard,Delivered,,3,Average,Yes
SHP013999,ORD013999,13,Malegaon, Gujarat,Delhivery,04-06-2025,11-06-2025,16-06-2025,Delayed,12,985.77,Same Day,Delivery Delayed,Weather,,,No
SHP014000,ORD014000,1,Bhiwandi, Sikkim,Delhivery,03-08-2024,07-08-2024,,In Transit,,249.36,Express,Arrived at Hub,,,,Pending
SHP014001,ORD014001,17,Ramgarh, Mizoram,Ecom Express,02-10-2024,06-10-2024,05-10-2024,Delivered,3,202.51,Standard,Delivered,,5,Excellent,Yes
SHP014002,ORD014002,3,Bhilai, Karnataka,Delhivery,30-09-2024,05-10-2024,06-10-2024,Delivered,6,945.62,Standard,Delivered,,4,Good,No
SHP014003,ORD014003,23,Bathinda, Haryana,Delhivery,31-12-2024,06-01-2025,07-01-2025,Returned,7,283.12,Standard,Returned to Warehouse,,4,Good,No
SHP014004,ORD014004,12,Ongole, Assam,XpressBees,18-06-2026,21-06-2026,24-06-2026,Returned,6,188.65,Express,Returned to Warehouse,,4,Good,No
SHP014005,ORD014005,22,Agra, Maharashtra,Blue Dart,15-10-2025,22-10-2025,,In Transit,,503.59,Express,Arrived at Hub,,,,Pending
SHP014006,ORD014006,4,Kharagpur, Telangana,Shadowfax,08-07-2026,11-07-2026,10-07-2026,Delivered,2,742.37,Express,Delivered,,2,Poor,Yes
SHP014007,ORD014007,16,Kolhapur, Assam,Blue Dart,08-11-2025,12-11-2025,13-11-2025,Delivered,5,460.2,Standard,Delivered,,4,Good,No
SHP014008,ORD014008,1,Jamalpur, Nagaland,Delhivery,18-05-2025,23-05-2025,22-05-2025,Delivered,4,114.18,Express,Delivered,,5,Excellent,Yes
SHP014009,ORD014009,4,Lucknow, Uttarakhand,Delhivery,09-05-2025,12-05-2025,14-05-2025,Returned,5,102.27,Standard,Returned to Warehouse,,4,Good,No
SHP014010,ORD014010,10,Morena, Andhra Pradesh,Delhivery,08-12-2025,10-12-2025,09-12-2025,Delivered,1,408.39,Standard,Delivered,,4,Good,Yes
SHP014011,ORD014011,9,Ujjain, Assam,Shadowfax,11-09-2025,18-09-2025,,In Transit,,993.39,Standard,Arrived at Hub,,,,Pending
SHP014012,ORD014012,11,Darbhanga, Haryana,XpressBees,18-12-2024,24-12-2024,23-12-2024,Delivered,5,56.21,Standard,Delivered,,2,Poor,Yes
SHP014013,ORD014013,9,Jorhat, Mizoram,Delhivery,26-04-2025,03-05-2025,02-05-2025,Delivered,6,797.31,Standard,Delivered,,3,Average,Yes
SHP014014,ORD014014,4,Mysore, Sikkim,Blue Dart,12-12-2024,14-12-2024,15-12-2024,Delivered,3,341.9,Standard,Delivered,,3,Average,No
SHP014015,ORD014015,8,Bhimavaram, Tamil Nadu,Delhivery,25-09-2024,27-09-2024,,In Transit,,643.38,Standard,Arrived at Hub,,,,Pending
SHP014016,ORD014016,17,Dhanbad, Mizoram,Ecom Express,11-09-2024,17-09-2024,,Out for Delivery,,819.41,Express,Out for Delivery,,,,Pending
SHP014017,ORD014017,6,Bellary, Odisha,Ecom Express,18-03-2026,21-03-2026,20-03-2026,Delivered,2,765.25,Standard,Delivered,,2,Poor,Yes
SHP014018,ORD014018,23,Durgapur, Nagaland,DTDC,11-07-2025,16-07-2025,16-07-2025,Delivered,5,847.56,Standard,Delivered,,4,Good,Yes
SHP014019,ORD014019,19,Pali, Karnataka,India Post,05-04-2025,08-04-2025,,In Transit,,873.62,Standard,Arrived at Hub,,,,Pending
SHP014020,ORD014020,12,Bongaigaon, Uttarakhand,Delhivery,08-06-2025,10-06-2025,10-06-2025,Delivered,2,107.01,Standard,Delivered,,3,Average,Yes
SHP014021,ORD014021,23,Bhatpara, Maharashtra,XpressBees,20-11-2025,26-11-2025,27-11-2025,Delivered,7,861.14,Standard,Delivered,,1,Very Poor,No
SHP014022,ORD014022,4,Nashik, Punjab,Ekart Logistics,19-01-2025,23-01-2025,,In Transit,,925.67,Express,Arrived at Hub,,,,Pending
SHP014023,ORD014023,5,Kalyan-Dombivli, Tripura,DTDC,08-07-2025,10-07-2025,,In Transit,,881.37,Standard,Arrived at Hub,,,,Pending
SHP014024,ORD014024,4,Panihati, Mizoram,Ekart Logistics,09-07-2025,11-07-2025,10-07-2025,Delivered,1,434.04,Standard,Delivered,,3,Average,Yes
SHP014025,ORD014025,17,Mathura, Haryana,India Post,28-08-2025,01-09-2025,31-08-2025,Delivered,3,148.41,Express,Delivered,,4,Good,Yes
SHP014026,ORD014026,3,Jodhpur, Himachal Pradesh,DTDC,13-02-2026,16-02-2026,16-02-2026,Delivered,3,166.47,Standard,Delivered,,5,Excellent,Yes
SHP014027,ORD014027,23,Bihar Sharif, Himachal Pradesh,Delhivery,15-12-2024,20-12-2024,,In Transit,,705.29,Express,Arrived at Hub,,,,Pending
SHP014028,ORD014028,5,Firozabad, Odisha,Blue Dart,23-08-2024,29-08-2024,,In Transit,,788.63,Standard,Arrived at Hub,,,,Pending
SHP014029,ORD014029,9,Cuttack, Tamil Nadu,DTDC,07-11-2024,14-11-2024,21-11-2024,Delayed,14,496.17,Express,Delivery Delayed,Traffic Congestion,,,No
SHP014030,ORD014030,7,Madhyamgram, Tripura,Delhivery,27-09-2024,29-09-2024,,In Transit,,463.97,Standard,Arrived at Hub,,,,Pending
SHP014031,ORD014031,20,Bhimavaram, Telangana,Blue Dart,20-10-2025,27-10-2025,27-10-2025,Delivered,7,566.61,Standard,Delivered,,5,Excellent,Yes
SHP014032,ORD014032,15,Rewa, Uttarakhand,Blue Dart,15-03-2026,21-03-2026,20-03-2026,Delivered,5,564.73,Standard,Delivered,,4,Good,Yes
SHP014033,ORD014033,16,Howrah, Telangana,Blue Dart,05-08-2024,10-08-2024,,In Transit,,470.39,Standard,Arrived at Hub,,,,Pending
SHP014034,ORD014034,14,Ahmednagar, West Bengal,Delhivery,01-09-2025,07-09-2025,08-09-2025,Delivered,7,706.04,Express,Delivered,,3,Average,No
SHP014035,ORD014035,5,Dindigul, Telangana,DTDC,10-08-2024,17-08-2024,17-08-2024,Delivered,7,790.29,Standard,Delivered,,5,Excellent,Yes
SHP014036,ORD014036,8,Hospet, Himachal Pradesh,Delhivery,19-04-2025,25-04-2025,01-05-2025,Delayed,12,942.97,Standard,Delivery Delayed,Weather,,,No
SHP014037,ORD014037,18,Jehanabad, Meghalaya,DTDC,26-12-2024,01-01-2025,03-01-2025,Returned,8,51.85,Express,Returned to Warehouse,,5,Excellent,No
SHP014038,ORD014038,23,Vadodara, Rajasthan,Delhivery,15-08-2024,22-08-2024,21-08-2024,Delivered,6,418.55,Express,Delivered,,3,Average,Yes
SHP014039,ORD014039,2,Asansol, Arunachal Pradesh,Ecom Express,13-07-2026,16-07-2026,18-07-2026,Returned,5,199.6,Standard,Returned to Warehouse,,3,Average,No
SHP014040,ORD014040,17,Firozabad, Assam,Ekart Logistics,07-03-2025,11-03-2025,12-03-2025,Returned,5,155.86,Standard,Returned to Warehouse,,4,Good,No
SHP014041,ORD014041,5,Tirunelveli, Arunachal Pradesh,Delhivery,09-11-2025,14-11-2025,15-11-2025,Returned,6,562.69,Express,Returned to Warehouse,,3,Average,No
SHP014042,ORD014042,22,Latur, Karnataka,Delhivery,03-02-2026,09-02-2026,09-02-2026,Delivered,6,276.51,Express,Delivered,,5,Excellent,Yes
SHP014043,ORD014043,21,Allahabad, Jharkhand,XpressBees,25-10-2025,29-10-2025,29-10-2025,Delivered,4,143.58,Express,Delivered,,2,Poor,Yes
SHP014044,ORD014044,11,Kozhikode, Chhattisgarh,Delhivery,05-10-2024,10-10-2024,,Out for Delivery,,885.71,Express,Out for Delivery,,,,Pending
SHP014045,ORD014045,2,Tinsukia, Sikkim,Ecom Express,11-03-2026,16-03-2026,,In Transit,,590.51,Standard,Arrived at Hub,,,,Pending
SHP014046,ORD014046,17,Katni, Maharashtra,Ecom Express,06-07-2026,12-07-2026,13-07-2026,Delivered,7,401.21,Standard,Delivered,,3,Average,No
SHP014047,ORD014047,9,Ambattur, Arunachal Pradesh,Delhivery,25-02-2026,28-02-2026,,Out for Delivery,,803.29,Standard,Out for Delivery,,,,Pending
SHP014048,ORD014048,3,Ramagundam, Maharashtra,DTDC,14-01-2025,16-01-2025,17-01-2025,Delivered,3,571.52,Standard,Delivered,,2,Poor,No
SHP014049,ORD014049,23,Secunderabad, Andhra Pradesh,Shadowfax,17-03-2025,21-03-2025,21-03-2025,Delivered,4,637.75,Express,Delivered,,5,Excellent,Yes
SHP014050,ORD014050,17,Jhansi, Goa,Blue Dart,02-03-2026,07-03-2026,,In Transit,,722.14,Standard,Arrived at Hub,,,,Pending
SHP014051,ORD014051,18,Korba, Assam,Blue Dart,13-11-2024,18-11-2024,17-11-2024,Delivered,4,138.43,Standard,Delivered,,5,Excellent,Yes
SHP014052,ORD014052,23,Kumbakonam, Manipur,Delhivery,25-12-2025,29-12-2025,28-12-2025,Delivered,3,895.01,Standard,Delivered,,2,Poor,Yes
SHP014053,ORD014053,22,Dehri, Odisha,Ekart Logistics,16-11-2024,18-11-2024,,Out for Delivery,,639.41,Standard,Out for Delivery,,,,Pending
SHP014054,ORD014054,12,Coimbatore, Manipur,Ecom Express,29-01-2025,03-02-2025,03-02-2025,Delivered,5,883.43,Standard,Delivered,,3,Average,Yes
SHP014055,ORD014055,6,Ichalkaranji, Tamil Nadu,Delhivery,23-12-2024,30-12-2024,,In Transit,,355.09,Standard,Arrived at Hub,,,,Pending
SHP014056,ORD014056,25,Mirzapur, Maharashtra,Delhivery,14-07-2025,20-07-2025,21-07-2025,Delivered,7,788.76,Express,Delivered,,2,Poor,No
SHP014057,ORD014057,19,Karaikudi, West Bengal,XpressBees,07-06-2026,10-06-2026,,Out for Delivery,,347.8,Standard,Out for Delivery,,,,Pending
SHP014058,ORD014058,8,Jodhpur, Meghalaya,Blue Dart,12-11-2024,15-11-2024,14-11-2024,Delivered,2,147.22,Standard,Delivered,,3,Average,Yes
SHP014059,ORD014059,14,Jaipur, Arunachal Pradesh,Ecom Express,13-02-2026,20-02-2026,21-02-2026,Returned,8,205.53,Standard,Returned to Warehouse,,4,Good,No
SHP014060,ORD014060,9,Parbhani, Andhra Pradesh,Delhivery,31-10-2025,07-11-2025,,Out for Delivery,,123.19,Standard,Out for Delivery,,,,Pending
SHP014061,ORD014061,8,Orai, Mizoram,XpressBees,20-02-2026,22-02-2026,23-02-2026,Delivered,3,152.3,Express,Delivered,,4,Good,No
SHP014062,ORD014062,24,Bhimavaram, Mizoram,Blue Dart,05-06-2026,10-06-2026,09-06-2026,Delivered,4,900.51,Standard,Delivered,,3,Average,Yes
SHP014063,ORD014063,2,Katni, Arunachal Pradesh,Delhivery,05-10-2024,12-10-2024,11-10-2024,Delivered,6,521.84,Express,Delivered,,5,Excellent,Yes
SHP014064,ORD014064,9,Hospet, Kerala,XpressBees,19-11-2024,21-11-2024,22-11-2024,Delivered,3,602.41,Standard,Delivered,,4,Good,No
SHP014065,ORD014065,14,Gandhidham, Uttar Pradesh,Delhivery,28-12-2024,01-01-2025,03-01-2025,Returned,6,62.84,Standard,Returned to Warehouse,,4,Good,No
SHP014066,ORD014066,5,Kadapa, Chhattisgarh,Blue Dart,13-07-2026,19-07-2026,18-07-2026,Delivered,5,899.52,Standard,Delivered,,4,Good,Yes
SHP014067,ORD014067,14,Ludhiana, Bihar,Blue Dart,19-10-2025,23-10-2025,,In Transit,,690.55,Express,Arrived at Hub,,,,Pending
SHP014068,ORD014068,23,Tinsukia, Kerala,Blue Dart,25-12-2024,30-12-2024,30-12-2024,Delivered,5,935.76,Express,Delivered,,3,Average,Yes
SHP014069,ORD014069,22,Sikar, Tamil Nadu,Ecom Express,18-12-2024,20-12-2024,19-12-2024,Delivered,1,204.56,Standard,Delivered,,3,Average,Yes
SHP014070,ORD014070,1,Aizawl, Andhra Pradesh,XpressBees,30-10-2024,03-11-2024,03-11-2024,Delivered,4,847.77,Standard,Delivered,,3,Average,Yes
SHP014071,ORD014071,12,Rajahmundry, Tripura,Delhivery,08-04-2025,10-04-2025,,In Transit,,762.13,Standard,Arrived at Hub,,,,Pending
SHP014072,ORD014072,16,Karawal Nagar, Andhra Pradesh,Ekart Logistics,02-06-2026,06-06-2026,,In Transit,,239.25,Standard,Arrived at Hub,,,,Pending
SHP014073,ORD014073,7,Danapur, Bihar,Blue Dart,23-05-2026,28-05-2026,27-05-2026,Delivered,4,892.04,Standard,Delivered,,2,Poor,Yes
SHP014074,ORD014074,1,Pimpri-Chinchwad, Goa,Delhivery,02-09-2024,09-09-2024,09-09-2024,Delivered,7,625.7,Express,Delivered,,5,Excellent,Yes
SHP014075,ORD014075,12,Thrissur, Rajasthan,Delhivery,04-04-2025,11-04-2025,10-04-2025,Delivered,6,321.71,Standard,Delivered,,4,Good,Yes
SHP014076,ORD014076,10,Thoothukudi, Manipur,Delhivery,30-03-2025,05-04-2025,04-04-2025,Delivered,5,284.56,Express,Delivered,,4,Good,Yes
SHP014077,ORD014077,19,Kulti, Punjab,Delhivery,11-09-2024,18-09-2024,,In Transit,,497.91,Express,Arrived at Hub,,,,Pending
SHP014078,ORD014078,7,Rajpur Sonarpur, Nagaland,Delhivery,23-09-2024,30-09-2024,,In Transit,,814.78,Standard,Arrived at Hub,,,,Pending
SHP014079,ORD014079,14,Madanapalle, Assam,DTDC,28-11-2025,04-12-2025,03-12-2025,Delivered,5,566.38,Standard,Delivered,,4,Good,Yes
SHP014080,ORD014080,23,Ratlam, Arunachal Pradesh,DTDC,20-11-2024,24-11-2024,24-11-2024,Delivered,4,231.4,Express,Delivered,,3,Average,Yes
SHP014081,ORD014081,25,Medininagar, Meghalaya,Ecom Express,28-03-2025,04-04-2025,07-04-2025,Returned,10,123.91,Standard,Returned to Warehouse,,3,Average,No
SHP014082,ORD014082,10,Serampore, Tripura,Delhivery,22-06-2025,25-06-2025,26-06-2025,Delivered,4,299.72,Standard,Delivered,,4,Good,No
SHP014083,ORD014083,12,Shahjahanpur, Rajasthan,Delhivery,10-12-2025,16-12-2025,16-12-2025,Delivered,6,793.92,Express,Delivered,,3,Average,Yes
SHP014084,ORD014084,20,Pali, Mizoram,Delhivery,13-07-2026,15-07-2026,16-07-2026,Delivered,3,238.59,Standard,Delivered,,5,Excellent,No
SHP014085,ORD014085,21,Nagpur, Madhya Pradesh,XpressBees,05-10-2024,08-10-2024,,In Transit,,173.34,Express,Arrived at Hub,,,,Pending
SHP014086,ORD014086,11,Mirzapur, Andhra Pradesh,Delhivery,01-10-2025,07-10-2025,,In Transit,,920.69,Standard,Arrived at Hub,,,,Pending
SHP014087,ORD014087,14,Aurangabad, Telangana,Delhivery,17-06-2026,20-06-2026,27-06-2026,Delayed,10,339.46,Standard,Delivery Delayed,Vehicle Breakdown,,,No
SHP014088,ORD014088,12,Bhiwani, Uttar Pradesh,XpressBees,26-03-2026,02-04-2026,09-04-2026,Delayed,14,772.36,Standard,Delivery Delayed,Vehicle Breakdown,,,No
SHP014089,ORD014089,22,Morbi, Haryana,Delhivery,18-12-2025,24-12-2025,25-12-2025,Delivered,7,634.72,Standard,Delivered,,3,Average,No
SHP014090,ORD014090,7,Loni, Assam,Delhivery,05-08-2025,10-08-2025,11-08-2025,Delivered,6,545.19,Standard,Delivered,,4,Good,No
